№ п/п;Имя параметра;Описание параметра;Система;CAN_ID;Смещение;Длина;UNO1;№ порта UNO1;UNO3;№ порта UNO3;Протокол;Тип ;StandID;BitCount
1051;BI39_SS2_TK20_1;Камера Помещение ГРЩ1. Сработка детектора огня;2039. Система корабельного мониторинга;616;22;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1052;BI39_SS2_TK20_2;Камера Помещение ГРЩ1. Сработка детектора движения;2039. Система корабельного мониторинга;616;23;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1053;BI39_SS2_TK20_3;Камера Помещение ГРЩ1. Сработка детектора дыма;2039. Система корабельного мониторинга;616;24;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1054;BI39_SS2_TK20_4;Камера Помещение ГРЩ1. Сработка детектора задымления;2039. Система корабельного мониторинга;616;25;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1055;BI39_SS2_TK20_5;Камера Помещение ГРЩ1. Сработка детектора смещения;2039. Система корабельного мониторинга;616;26;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1056;BI39_SS2_TK20_6;Камера Помещение ГРЩ1. Сработка детектора перегрева;2039. Система корабельного мониторинга;616;27;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1057;BI39_SS2_TK21_1;Камера Помещение ГРЩ1. Сработка детектора огня;2039. Система корабельного мониторинга;616;28;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1058;BI39_SS2_TK21_2;Камера Помещение ГРЩ1. Сработка детектора движения;2039. Система корабельного мониторинга;616;29;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1059;BI39_SS2_TK21_3;Камера Помещение ГРЩ1. Сработка детектора дыма;2039. Система корабельного мониторинга;616;30;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1060;BI39_SS2_TK21_4;Камера Помещение ГРЩ1. Сработка детектора задымления;2039. Система корабельного мониторинга;616;31;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1061;BI39_SS2_TK21_5;Камера Помещение ГРЩ1. Сработка детектора смещения;2039. Система корабельного мониторинга;616;32;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1062;BI39_SS2_TK21_6;Камера Помещение ГРЩ1. Сработка детектора перегрева;2039. Система корабельного мониторинга;616;33;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1063;BI39_SS2_TK29_1;Камера Погреб б/з АК-306. Сработка детектора огня;2039. Система корабельного мониторинга;616;34;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1064;BI39_SS2_TK29_2;Камера Погреб б/з АК-306. Сработка детектора движения;2039. Система корабельного мониторинга;616;35;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1065;BI39_SS2_TK29_3;Камера Погреб б/з АК-306. Сработка детектора дыма;2039. Система корабельного мониторинга;616;36;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1066;BI39_SS2_TK29_4;Камера Погреб б/з АК-306. Сработка детектора задымления;2039. Система корабельного мониторинга;616;37;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1067;BI39_SS2_TK29_5;Камера Погреб б/з АК-306. Сработка детектора смещения;2039. Система корабельного мониторинга;616;38;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1068;BI39_SS2_TK29_6;Камера Погреб б/з АК-306. Сработка детектора перегрева;2039. Система корабельного мониторинга;616;39;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1069;BI39_SS2_TK25_1;Камера Эллинг СПА. Сработка детектора огня;2039. Система корабельного мониторинга;616;40;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1070;BI39_SS2_TK25_2;Камера Эллинг СПА. Сработка детектора движения;2039. Система корабельного мониторинга;616;41;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1071;BI39_SS2_TK25_3;Камера Эллинг СПА. Сработка детектора дыма;2039. Система корабельного мониторинга;616;42;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1072;BI39_SS2_TK25_4;Камера Эллинг СПА. Сработка детектора задымления;2039. Система корабельного мониторинга;616;43;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1073;BI39_SS2_TK25_5;Камера Эллинг СПА. Сработка детектора смещения;2039. Система корабельного мониторинга;616;44;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1074;BI39_SS2_TK25_6;Камера Эллинг СПА. Сработка детектора перегрева;2039. Система корабельного мониторинга;616;45;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1075;BI39_SS2_TK26_1;Камера Эллинг СПА. Сработка детектора огня;2039. Система корабельного мониторинга;616;46;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1076;BI39_SS2_TK26_2;Камера Эллинг СПА. Сработка детектора движения;2039. Система корабельного мониторинга;616;47;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1077;BI39_SS2_TK26_3;Камера Эллинг СПА. Сработка детектора дыма;2039. Система корабельного мониторинга;616;48;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1078;BI39_SS2_TK26_4;Камера Эллинг СПА. Сработка детектора задымления;2039. Система корабельного мониторинга;616;49;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1079;BI39_SS2_TK26_5;Камера Эллинг СПА. Сработка детектора смещения;2039. Система корабельного мониторинга;616;50;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1080;BI39_SS2_TK26_6;Камера Эллинг СПА. Сработка детектора перегрева;2039. Система корабельного мониторинга;616;51;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1081;BI39_SS2_TK27_1;Камера Эллинг БТ. Сработка детектора огня;2039. Система корабельного мониторинга;616;52;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1082;BI39_SS2_TK27_2;Камера Эллинг БТ. Сработка детектора движения;2039. Система корабельного мониторинга;616;53;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1083;BI39_SS2_TK27_3;Камера Эллинг БТ. Сработка детектора дыма;2039. Система корабельного мониторинга;616;54;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1084;BI39_SS2_TK27_4;Камера Эллинг БТ. Сработка детектора задымления;2039. Система корабельного мониторинга;616;55;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1085;BI39_SS2_TK27_5;Камера Эллинг БТ. Сработка детектора смещения;2039. Система корабельного мониторинга;616;56;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1086;BI39_SS2_TK27_6;Камера Эллинг БТ. Сработка детектора перегрева;2039. Система корабельного мониторинга;616;57;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1087;BI39_SS2_TK28_1;Камера Эллинг БТ. Сработка детектора огня;2039. Система корабельного мониторинга;616;58;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1088;BI39_SS2_TK28_2;Камера Эллинг БТ. Сработка детектора движения;2039. Система корабельного мониторинга;616;59;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1089;BI39_SS2_TK28_3;Камера Эллинг БТ. Сработка детектора дыма;2039. Система корабельного мониторинга;616;60;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1090;BI39_SS2_TK28_4;Камера Эллинг БТ. Сработка детектора задымления;2039. Система корабельного мониторинга;616;61;1;ДА;2;НЕТ;НЕТ;СКМ;;;
1091;BI39_SS2_TK28_5;Камера Эллинг БТ. Сработка детектора смещения;2039. Система корабельного мониторинга;616;62;1;ДА;2;НЕТ;НЕТ;СКМ;;;
